traffic_id,date_time,city,area,vehicle_count,avg_speed_kmh,accident_count,congestion_level,road_condition,visibility_m
1020.0,2099-00-00 99:99,,Southwark,4167.0,108.21361656988634,5.0,,Damaged,
1021.0,TBD,,,4941.0,68.12244302945426,7.0,High,Dry,6876.0
1022.0,TBD,,Islington,3635.0,107.43239503887733,6.0,High,Dry,3789.0
1023.0,2024-02-12 14:00,London,Islington,174.0,68.66593766030272,1.0,Low,,5698.0
1024.0,TBD,,Southwark,2681.0,57.48045513525463,7.0,Low,Damaged,2652.0
1025.0,2024-02-12T16:00Z,,Chelsea,752.0,77.10884944552494,2.0,Medium,Dry,1839.0
1026.0,12/02/2024 05PM,,Chelsea,2495.0,86.01782647265061,5.0,High,Damaged,1932.0
1027.0,2024-02-12 18:00,,,4511.0,86.97631208668565,7.0,,Damaged,4947.0
1028.0,2099-00-00 99:99,London,Southwark,1027.0,34.09880915781736,7.0,,Wet,761.0
1029.0,12/02/2024 08PM,,,2020.0,32.76172211498187,2.0,Medium,,4401.0
1030.0,2024-02-12T21:00Z,,Southwark,1340.0,104.66813262877001,7.0,Low,Damaged,6265.0
1031.0,2024-02-12T22:00Z,,Camden,3282.0,112.1241133700027,3.0,Low,Snowy,7416.0
1032.0,2099-00-00 99:99,,Southwark,,,36.0,High,Snowy,3755.0
1033.0,TBD,,Chelsea,1609.0,-12.249198249909082,3.0,,Snowy,8819.0
1034.0,2099-00-00 99:99,London,Southwark,3497.0,26.88290386966527,8.0,,Dry,46673.0
1035.0,2024-02-13 02:00,London,Southwark,3884.0,94.71459598644333,5.0,High,Dry,8017.0
1036.0,2024-02-13T03:00Z,,Chelsea,932.0,108.06254643740878,8.0,Medium,Dry,6268.0
1037.0,13/02/2024 04AM,,,4928.0,58.2169152768149,6.0,Medium,,3048.0
1038.0,TBD,London,Southwark,23269.0,57.64911057519518,0.0,Medium,Snowy,7335.0
1039.0,,,Islington,2881.0,116.97321577228648,6.0,High,,49773.0
1040.0,2024-02-13 07:00,,Islington,4915.0,81.3411172558427,,Low,Damaged,4606.0
1041.0,13/02/2024 08AM,London,Kensington,4686.0,77.32721694155909,5.0,,Dry,8326.0
1042.0,2024-02-13T09:00Z,,Southwark,94.0,10.573260866361013,8.0,High,Wet,2412.0
1043.0,2099-00-00 99:99,London,Chelsea,4073.0,74.18838032361106,2.0,,Damaged,6210.0
1044.0,2099-00-00 99:99,,Islington,18970.0,25.501443810294358,3.0,Low,Snowy,3526.0
,13/02/2024 12PM,London,Camden,808.0,40.12355944054644,2.0,High,Snowy,7519.0
1046.0,TBD,,Chelsea,1729.0,98.51653855045463,2.0,,Damaged,2450.0
1047.0,2024-02-13T14:00Z,London,Kensington,3381.0,40.89988183221856,,,Dry,8673.0
1048.0,2024-02-13 15:00,London,Camden,2866.0,61.03083560182735,2.0,High,Dry,1448.0
1049.0,2024-02-13 16:00,London,Kensington,3963.0,59.03228417471423,9.0,,Wet,4120.0
1050.0,2024-02-13T17:00Z,,Southwark,1435.0,91.17379585146408,2.0,Low,Dry,5784.0
1051.0,TBD,,Islington,2786.0,26.557428193428418,2.0,Medium,Wet,4492.0
1052.0,TBD,London,Camden,4252.0,48.446890836920325,2.0,,Damaged,5501.0
1053.0,2024-02-13T20:00Z,London,,1470.0,,44.0,Medium,Snowy,8373.0
1054.0,2024-02-13T21:00Z,London,Camden,3242.0,38.75364945118192,0.0,Medium,Wet,1167.0
1055.0,TBD,,,1827.0,-9.263964646024144,5.0,Low,Wet,4526.0
1056.0,13/02/2024 11PM,London,Southwark,2355.0,81.74189885199668,9.0,High,Damaged,5490.0
1057.0,2024-02-14T00:00Z,,,4405.0,54.18847953168202,7.0,Medium,Wet,531.0
1058.0,2024-02-14 01:00,,,3432.0,104.66036433289855,9.0,Low,Snowy,2649.0
1059.0,14/02/2024 02AM,,Southwark,318.0,62.39397875827031,7.0,,Wet,8369.0
1060.0,14/02/2024 03AM,London,Chelsea,1811.0,20.02023014361853,7.0,,Snowy,3859.0
1061.0,2099-00-00 99:99,London,,3425.0,114.6770093207853,9.0,High,Dry,15686.0
1062.0,2024-02-14T05:00Z,,Kensington,1863.0,45.6039065359291,9.0,,Snowy,2893.0
1063.0,2099-00-00 99:99,London,Camden,1896.0,106.12821772259001,1.0,,,5343.0
,14/02/2024 07AM,,Chelsea,1494.0,100.55738151351953,3.0,Medium,Dry,4588.0
1065.0,2024-02-14 08:00,,Camden,3527.0,72.5341851498528,0.0,,Snowy,8584.0
1066.0,2099-00-00 99:99,,Southwark,2362.0,-6.253253635056703,8.0,,Dry,6176.0
1067.0,2024-02-14 10:00,London,Camden,1289.0,-15.122071129615442,5.0,Medium,Wet,7592.0
1068.0,TBD,,Camden,3111.0,44.85851291355016,9.0,,Snowy,924.0
1069.0,TBD,,Kensington,4519.0,25.220105491802872,9.0,,Dry,1969.0
1070.0,14/02/2024 01PM,London,,4322.0,16.15492900804765,5.0,High,,6208.0
1071.0,2099-00-00 99:99,London,Chelsea,722.0,41.67639248337172,7.0,Medium,Dry,3697.0
1072.0,TBD,London,Islington,817.0,62.8640987443911,,,Snowy,2920.0
1073.0,TBD,London,Islington,,47.31798329020356,7.0,,,1195.0
1074.0,2099-00-00 99:99,,,149.0,87.80198721560417,2.0,,Dry,1171.0
1075.0,TBD,,Southwark,684.0,42.18815576013505,2.0,High,Damaged,31545.0
1076.0,2024-02-14T19:00Z,London,,4190.0,49.01452623258217,9.0,Medium,Wet,3036.0
1077.0,2024-02-14T20:00Z,,Islington,778.0,36.060061632719474,6.0,Medium,Damaged,7967.0
,14/02/2024 09PM,,,4162.0,-5.149274965675614,2.0,Medium,,11063.0
1079.0,TBD,,Islington,2653.0,110.1392007723853,9.0,Low,Dry,3286.0
1080.0,2024-02-14 23:00,,Chelsea,936.0,112.5028752010127,7.0,Low,Wet,4440.0
1081.0,2099-00-00 99:99,London,Camden,18542.0,97.19703617799203,7.0,Medium,,4206.0
1082.0,2099-00-00 99:99,London,Southwark,3290.0,102.16466677397361,7.0,High,,6185.0
1083.0,TBD,London,,412.0,79.84034814894129,8.0,Low,,1567.0
1084.0,TBD,,Southwark,395.0,,3.0,Low,,7496.0
1085.0,2024-02-15T04:00Z,London,Islington,1599.0,8.007014292185458,6.0,High,Dry,641.0
1086.0,2024-02-15 05:00,London,Camden,1575.0,82.44974497425846,3.0,Low,Wet,4008.0
1087.0,TBD,London,Chelsea,1591.0,12.507614263013963,2.0,Medium,Dry,15725.0
1088.0,2024-02-15 07:00,London,Islington,3901.0,85.24782159861086,55.0,Medium,Wet,4876.0
1089.0,2099-00-00 99:99,,Islington,3120.0,36.938423481763415,3.0,,,7150.0
1090.0,2099-00-00 99:99,London,,4462.0,69.78086708697235,1.0,Medium,Damaged,46179.0
1091.0,2099-00-00 99:99,London,Southwark,1138.0,33.86959700362536,2.0,High,Damaged,5912.0
1092.0,2024-02-15 11:00,,,1471.0,77.3704812213403,7.0,High,Dry,7053.0
1093.0,2099-00-00 99:99,London,,3009.0,104.94265556407537,6.0,High,,4006.0
1094.0,2024-02-15T13:00Z,,Chelsea,1921.0,43.10608539025341,5.0,High,Snowy,1697.0
1095.0,2099-00-00 99:99,,Kensington,1805.0,119.88527900313093,9.0,Low,Damaged,6131.0
1096.0,2099-00-00 99:99,London,Islington,693.0,16.544498210546347,7.0,Low,Wet,7764.0
1097.0,2099-00-00 99:99,London,Chelsea,3662.0,-19.087636827243074,6.0,High,Damaged,34554.0
1098.0,15/02/2024 05PM,London,Chelsea,,102.35613935154734,7.0,Low,Wet,631.0
1099.0,TBD,,Camden,371.0,72.35854338408525,5.0,Low,Wet,5357.0
1100.0,TBD,London,Camden,15139.0,62.16607844478086,2.0,,,
1101.0,2099-00-00 99:99,,Southwark,4025.0,81.01521421320996,1.0,Medium,,2396.0
1102.0,15/02/2024 09PM,,,413.0,23.02960630276531,3.0,High,Wet,
1103.0,2024-02-15T22:00Z,London,Islington,4592.0,44.09928742621751,3.0,,,504.0
1104.0,2099-00-00 99:99,London,,3344.0,69.71280105127424,2.0,Medium,Dry,2088.0
1105.0,16/02/2024 12AM,,,15751.0,-17.90491429397599,6.0,Low,Snowy,3035.0
,TBD,London,Southwark,747.0,118.47501179827995,6.0,,Snowy,40946.0
1107.0,2099-00-00 99:99,,Kensington,3577.0,17.085679366487533,8.0,Low,,6745.0
1108.0,16/02/2024 03AM,,Camden,1583.0,55.75135065088635,1.0,,,1287.0
1109.0,2024-02-16T04:00Z,London,,2591.0,73.74178132740688,0.0,Medium,,30743.0
1110.0,16/02/2024 05AM,London,Islington,2371.0,58.890187024944126,4.0,High,Wet,1887.0
1111.0,2024-02-16T06:00Z,,Chelsea,4565.0,116.32892725707262,5.0,High,Dry,2093.0
,16/02/2024 07AM,London,,374.0,67.63854315679593,4.0,Low,Dry,8797.0
1113.0,TBD,,,2090.0,32.29282340057439,7.0,Low,Dry,392.0
1114.0,2024-02-16 09:00,,Chelsea,610.0,12.392673676851505,2.0,Low,Wet,814.0
1115.0,2024-02-16 10:00,London,Chelsea,2840.0,18.88111464104626,5.0,Low,Wet,
1116.0,2024-02-16 11:00,,Chelsea,4406.0,96.53468981506477,5.0,Low,Wet,5669.0
1117.0,2024-02-16 12:00,,Chelsea,4475.0,,21.0,,Damaged,94.0
1118.0,TBD,London,Camden,4215.0,48.167152430926286,1.0,Low,,6100.0
1119.0,16/02/2024 02PM,,Kensington,13981.0,36.71845036628357,5.0,Low,Wet,5107.0
1120.0,16/02/2024 03PM,London,,2592.0,76.62284270508448,5.0,Medium,Dry,6796.0
1121.0,2024-02-16 16:00,,Kensington,4520.0,109.23887088617118,4.0,,Snowy,47370.0
1122.0,TBD,,Camden,839.0,52.76278330945392,2.0,,Wet,3622.0
1123.0,16/02/2024 06PM,,,794.0,-5.295659656172456,3.0,,,8703.0
1124.0,2099-00-00 99:99,,Chelsea,731.0,8.815734877862784,5.0,High,Snowy,33311.0
1125.0,2099-00-00 99:99,London,Kensington,3008.0,88.24906074177744,3.0,,Snowy,306.0
1126.0,2099-00-00 99:99,,,3974.0,42.67295447254845,7.0,,Dry,4631.0
1127.0,TBD,London,Southwark,22734.0,59.096961367408284,3.0,Medium,Dry,4304.0
1128.0,2099-00-00 99:99,London,Chelsea,,116.64650681711358,7.0,High,Snowy,3286.0
1129.0,TBD,,,3319.0,44.03459194002008,1.0,Medium,Damaged,6199.0
1130.0,2024-02-17 01:00,London,,2375.0,97.9962669648307,0.0,Low,Snowy,6332.0
,2099-00-00 99:99,London,Chelsea,3357.0,44.63382807573496,,,Snowy,7363.0
1132.0,2024-02-17T03:00Z,London,Camden,702.0,82.58369058670503,8.0,High,Damaged,3546.0
1133.0,2024-02-17 04:00,London,Chelsea,4824.0,107.748298273196,4.0,Medium,,2824.0
1134.0,2024-02-17T05:00Z,London,Camden,4864.0,,1.0,,,1702.0
1135.0,2099-00-00 99:99,London,,3835.0,21.45870171280995,57.0,,Wet,7919.0
1136.0,2024-02-17 07:00,,Chelsea,0.0,43.08948792477802,8.0,Medium,Snowy,3105.0
1137.0,17/02/2024 08AM,,Chelsea,1101.0,36.897918528146995,7.0,,,5849.0
1138.0,TBD,,Chelsea,2408.0,31.778250451519195,0.0,High,Snowy,922.0
1139.0,2024-02-17 10:00,,Chelsea,3870.0,62.74729722979399,8.0,Medium,,22819.0
1140.0,TBD,,,12492.0,76.24985028184481,2.0,High,Damaged,683.0
1141.0,17/02/2024 12PM,,,790.0,62.584925339613974,9.0,High,Damaged,14799.0
1142.0,TBD,,Kensington,3337.0,50.75150007142088,5.0,Medium,Damaged,
1143.0,TBD,,Kensington,10201.0,112.3555173007588,0.0,,,3523.0
1144.0,TBD,London,,15305.0,52.8983815921079,5.0,Medium,Dry,5622.0
1145.0,17/02/2024 04PM,London,Southwark,1680.0,14.224173833335625,49.0,,,3476.0
1146.0,TBD,London,Camden,3385.0,50.220434541808075,0.0,Medium,Damaged,
1147.0,2024-02-17T18:00Z,London,,928.0,9.479946990991714,9.0,Medium,Wet,2081.0
1148.0,2024-02-17 19:00,,,2387.0,58.270327648946314,6.0,Medium,Snowy,5546.0
1149.0,TBD,London,Southwark,2139.0,86.34700652270166,1.0,Medium,,7110.0
1150.0,2099-00-00 99:99,London,Southwark,2542.0,116.43077621268674,8.0,,Dry,2653.0
1151.0,2099-00-00 99:99,London,Southwark,2457.0,30.54144992680439,4.0,High,,5977.0
1152.0,2099-00-00 99:99,,Southwark,2967.0,63.09456599406726,2.0,Medium,Dry,15220.0
1153.0,TBD,London,,3318.0,,5.0,High,Dry,5875.0
1154.0,18/02/2024 01AM,,,,19.369466038230353,6.0,Low,Dry,4476.0
1155.0,2024-02-18 02:00,,Southwark,2523.0,9.256090545859468,4.0,High,,1304.0
1156.0,TBD,London,,2923.0,99.16041178822235,0.0,Low,Wet,8475.0
1157.0,2024-02-18T04:00Z,London,Camden,4869.0,51.699227162027036,5.0,Medium,Snowy,1726.0
1158.0,TBD,London,,2952.0,92.76152269090397,4.0,Low,Dry,8037.0
1159.0,2024-02-18 06:00,London,Islington,2675.0,71.8529921448838,0.0,,Snowy,4934.0
1160.0,TBD,,Chelsea,1446.0,74.19938941515736,29.0,,Snowy,4452.0
1161.0,2024-02-18 08:00,,Chelsea,27241.0,-4.804594711021334,5.0,High,Damaged,3430.0
1162.0,2099-00-00 99:99,London,Southwark,4884.0,6.736653026499811,7.0,Low,Snowy,1179.0
1163.0,2099-00-00 99:99,,Camden,3999.0,64.99655888994015,2.0,Medium,Wet,34114.0
1164.0,2024-02-18T11:00Z,London,,1938.0,73.78645928722693,0.0,Medium,Dry,6232.0
1165.0,2099-00-00 99:99,,Kensington,27853.0,21.195078411472444,4.0,Medium,,778.0
1166.0,TBD,,Islington,26019.0,96.1397434087725,8.0,,Dry,4982.0
1167.0,TBD,London,Islington,2719.0,50.42120961275912,5.0,Low,Dry,4244.0
1168.0,2099-00-00 99:99,London,Camden,29766.0,58.16659139712903,4.0,Medium,Damaged,8660.0
1169.0,2099-00-00 99:99,London,,4468.0,3.40471466204742,53.0,,Wet,10885.0
,TBD,London,,2629.0,42.501716474427035,4.0,Medium,Wet,2950.0
1171.0,2099-00-00 99:99,London,Chelsea,3763.0,11.795745945955442,9.0,Medium,Wet,6601.0
1172.0,2024-02-18T19:00Z,,Camden,596.0,115.03160500647358,6.0,Low,,4550.0
1173.0,2024-02-18T20:00Z,London,Kensington,4286.0,6.83509270065589,8.0,High,Snowy,40627.0
1174.0,2024-02-18T21:00Z,London,Camden,2394.0,30.212137564252487,5.0,Medium,Wet,6707.0
1175.0,2024-02-18T22:00Z,,Southwark,4213.0,80.86713551111151,28.0,,Wet,352.0
1176.0,,London,,2674.0,-3.7154843573267584,8.0,,Damaged,8540.0
1177.0,2024-02-19 00:00,,Kensington,3804.0,-5.1540531904812585,3.0,,Dry,3943.0
1178.0,2024-02-19T01:00Z,,,1849.0,89.47231179753283,53.0,High,,1608.0
1179.0,19/02/2024 02AM,,Islington,4188.0,40.4746257543409,3.0,Medium,Dry,8135.0
1180.0,2099-00-00 99:99,,Southwark,183.0,22.329372999447013,47.0,High,Wet,7290.0
1181.0,TBD,,Camden,4503.0,45.42882634066726,0.0,Medium,Wet,6746.0
1182.0,19/02/2024 05AM,London,Chelsea,1425.0,95.43188443979305,7.0,,Wet,7433.0
1183.0,2099-00-00 99:99,London,Islington,3423.0,108.30640474621478,7.0,High,Dry,3193.0
1184.0,19/02/2024 07AM,London,Southwark,1342.0,3.692350654250665,8.0,Medium,Snowy,2021.0
1185.0,19/02/2024 08AM,London,Southwark,4197.0,9.00145620583336,0.0,,Wet,5315.0
1186.0,2024-02-19T09:00Z,London,Kensington,14891.0,118.20840727960406,7.0,High,Dry,4137.0
1187.0,2024-02-19T10:00Z,London,Islington,29204.0,61.05166328605651,6.0,Medium,,45154.0
1188.0,2024-02-19 11:00,,Chelsea,16651.0,84.85243221779879,7.0,Low,Wet,3030.0
1189.0,2024-02-19T12:00Z,,Chelsea,1745.0,20.37002544546807,0.0,High,Wet,1129.0
1190.0,2024-02-19T13:00Z,London,Islington,3339.0,4.136991511072379,0.0,Low,Damaged,6651.0
1191.0,2024-02-19T14:00Z,London,Chelsea,14699.0,38.22540632622525,7.0,Medium,,27785.0
1192.0,2024-02-19T15:00Z,,Chelsea,2283.0,58.573093643514696,6.0,Medium,Dry,7868.0
1193.0,,London,Chelsea,2853.0,28.821882141769418,3.0,Medium,Wet,3837.0
1194.0,19/02/2024 05PM,,Chelsea,4172.0,55.18780214542823,5.0,Medium,Damaged,7258.0
1195.0,TBD,,,1918.0,92.34981240246918,8.0,,Snowy,2139.0
1196.0,19/02/2024 07PM,London,,4823.0,54.22732625443402,9.0,High,Wet,4528.0
1197.0,2024-02-19T20:00Z,,Chelsea,3.0,34.95757415033731,5.0,Medium,Wet,3425.0
1198.0,2024-02-19 21:00,London,Islington,1172.0,13.287033761282611,3.0,,Damaged,4057.0
1199.0,2024-02-19 22:00,,Kensington,3410.0,21.00500632295647,3.0,High,Wet,7787.0
1200.0,2024-02-19T23:00Z,,Chelsea,4968.0,85.77043340328726,1.0,High,Damaged,2765.0
1201.0,2024-02-20T00:00Z,,Chelsea,985.0,10.705747451003244,4.0,Medium,Damaged,4431.0
1202.0,2024-02-20T01:00Z,London,Chelsea,249.0,116.50939743764137,8.0,Medium,Dry,6718.0
1203.0,2024-02-20 02:00,London,,28928.0,105.20448045450658,2.0,Medium,Dry,5786.0
1204.0,2099-00-00 99:99,,Chelsea,15171.0,25.144605740292587,3.0,,Snowy,3076.0
1205.0,20/02/2024 04AM,London,Chelsea,3101.0,15.04853770035102,9.0,High,,2372.0
1206.0,20/02/2024 05AM,London,Southwark,1690.0,105.40899590199857,5.0,High,Dry,
1207.0,2099-00-00 99:99,London,Islington,1805.0,35.641915507960775,7.0,Low,Wet,
1208.0,2099-00-00 99:99,London,,264.0,8.56435315923319,0.0,High,Damaged,40432.0
1209.0,TBD,,Kensington,3797.0,98.16888904018532,8.0,,,7231.0
1210.0,2024-02-20T09:00Z,,Camden,2413.0,25.121228215721015,51.0,High,Damaged,1281.0
1211.0,2024-02-20 10:00,London,Southwark,4238.0,106.28118890074575,2.0,,Wet,38827.0
1212.0,2024-02-20 11:00,,Kensington,4348.0,51.43428486842024,6.0,Low,Damaged,8794.0
1213.0,20/02/2024 12PM,,Southwark,1447.0,74.0504814846477,9.0,Low,Wet,8653.0
1214.0,TBD,,Chelsea,1796.0,24.882715211940962,7.0,Low,Wet,3710.0
1215.0,2024-02-20T14:00Z,,Southwark,2334.0,34.21259775095571,5.0,Medium,Wet,4593.0
1216.0,2024-02-20 15:00,London,Chelsea,1440.0,42.61094306640421,6.0,Low,,27606.0
1217.0,20/02/2024 04PM,,Southwark,643.0,92.42451583439882,5.0,,,2027.0
1218.0,TBD,London,Chelsea,2991.0,111.24282160894958,3.0,High,Wet,2524.0
1219.0,,London,,4988.0,89.61357412771736,6.0,,Damaged,49896.0
1220.0,20/02/2024 07PM,London,Camden,26.0,68.73659078433221,2.0,Low,Wet,3152.0
1221.0,2024-02-20T20:00Z,London,Chelsea,1539.0,-6.82625791897274,1.0,Medium,,1823.0
1222.0,2024-02-20 21:00,,Southwark,15239.0,26.534601975612368,9.0,Medium,Damaged,12329.0
1223.0,20/02/2024 10PM,,Islington,3322.0,-6.9753959507627314,8.0,High,Snowy,6435.0
1224.0,TBD,,Camden,4844.0,90.54732401732059,9.0,High,,6863.0
1225.0,2024-02-21T00:00Z,London,,2747.0,87.32050903268838,4.0,High,Snowy,8621.0
1226.0,2024-02-21 01:00,,Islington,2752.0,53.22643953464837,4.0,Medium,Dry,6619.0
1227.0,TBD,,Islington,1960.0,115.63067772651159,7.0,High,Damaged,
1228.0,21/02/2024 03AM,London,Islington,12858.0,-3.6911371512094355,6.0,Low,Wet,3637.0
1229.0,TBD,,,4278.0,53.80535586974982,53.0,Medium,Damaged,5765.0
1230.0,2024-02-21 05:00,,Islington,18969.0,-4.513053613297998,6.0,High,Damaged,12113.0
1231.0,21/02/2024 06AM,,Islington,3742.0,75.20895341570338,2.0,,,7154.0
1232.0,TBD,London,Kensington,17082.0,59.40761168078188,4.0,Low,Dry,8004.0
1233.0,2099-00-00 99:99,,Kensington,4241.0,-17.647031106994977,0.0,High,Damaged,4809.0
1234.0,2099-00-00 99:99,London,Islington,4253.0,26.964362217873546,4.0,Medium,Dry,13325.0
1235.0,2099-00-00 99:99,,Islington,2403.0,-11.006210475153788,6.0,Medium,,8680.0
1236.0,2024-02-21 11:00,London,Southwark,4806.0,72.76732969322553,5.0,High,Dry,27504.0
1237.0,TBD,,Chelsea,1823.0,64.86521468462732,4.0,High,Snowy,8559.0
1238.0,2099-00-00 99:99,London,Chelsea,2567.0,9.04762744813053,4.0,High,Dry,4065.0
1239.0,21/02/2024 02PM,,Kensington,2294.0,,3.0,High,Snowy,876.0
1240.0,2024-02-21 15:00,,Islington,156.0,57.71164034837897,9.0,High,Dry,
1241.0,TBD,London,Camden,18100.0,110.47058248871875,7.0,High,Snowy,124.0
1242.0,21/02/2024 05PM,,,495.0,49.200817177765636,1.0,Low,Dry,1762.0
1243.0,TBD,London,Islington,2388.0,49.14584612138272,0.0,High,Snowy,1538.0
1244.0,2099-00-00 99:99,,Islington,3168.0,31.095789822569976,1.0,High,Snowy,4850.0
1245.0,2024-02-21T20:00Z,London,Camden,222.0,66.89371549698998,5.0,,Dry,8905.0
,2099-00-00 99:99,London,Southwark,11270.0,111.02548757003231,7.0,Low,Damaged,8563.0
1247.0,TBD,London,Camden,1185.0,59.28797767347388,5.0,Medium,,3230.0
1248.0,21/02/2024 11PM,London,Camden,4194.0,99.28236707024642,5.0,Medium,Dry,7415.0
1249.0,2024-02-22T00:00Z,,Chelsea,3465.0,105.184962120579,8.0,,,446.0
1250.0,2024-02-22 01:00,,,2959.0,-2.75423057861596,9.0,High,,586.0
1251.0,2024-02-22 02:00,London,Southwark,1783.0,14.734983397852034,2.0,Medium,Snowy,45343.0
1252.0,TBD,,Kensington,388.0,99.56016959976726,7.0,High,Snowy,22533.0
1253.0,2024-02-22 04:00,,,2891.0,32.04178503503781,6.0,,Wet,1349.0
,2099-00-00 99:99,London,Camden,12680.0,93.34886560833799,1.0,High,Damaged,2946.0
1255.0,2099-00-00 99:99,London,Southwark,4335.0,63.935395935579976,5.0,Medium,Damaged,7133.0
1256.0,22/02/2024 07AM,London,Chelsea,467.0,-17.60772573292868,0.0,High,Damaged,8009.0
,2099-00-00 99:99,,Camden,2638.0,75.53458992768984,8.0,High,Dry,5674.0
1258.0,2099-00-00 99:99,,Islington,4483.0,47.97904244876115,4.0,Medium,Dry,3486.0
1259.0,22/02/2024 10AM,London,Chelsea,,30.196229065291178,4.0,Low,Dry,29680.0
1260.0,2024-02-22T11:00Z,,,18524.0,52.81238885955427,4.0,Low,Snowy,5557.0
1261.0,2024-02-22 12:00,London,,19913.0,80.13731466483628,0.0,Medium,,8811.0
1262.0,2024-02-22 13:00,,Kensington,3542.0,33.20561332750715,9.0,High,Dry,1447.0
1263.0,22/02/2024 02PM,,Kensington,20589.0,10.204775773495284,7.0,High,,5822.0
,22/02/2024 03PM,,,1802.0,8.306112857353948,,,Dry,1756.0
1265.0,2099-00-00 99:99,,,3619.0,-4.430749280663754,6.0,,Damaged,8803.0
1266.0,2099-00-00 99:99,,Southwark,13892.0,86.21012074806163,47.0,High,Dry,2134.0
1267.0,2024-02-22 18:00,London,Southwark,4524.0,-10.688418169683871,1.0,Medium,Dry,35103.0
1268.0,22/02/2024 07PM,London,Southwark,825.0,79.56404904894475,6.0,,Wet,5926.0
1269.0,2099-00-00 99:99,,Chelsea,4129.0,30.199705610117395,6.0,Low,Snowy,5839.0
1270.0,22/02/2024 09PM,,Camden,761.0,40.565589949182645,1.0,,,6927.0
1271.0,22/02/2024 10PM,,Chelsea,3752.0,108.80215758841793,2.0,High,Dry,3471.0
1272.0,2024-02-22 23:00,,Chelsea,3188.0,51.94553539427027,8.0,,Wet,2906.0
1273.0,2099-00-00 99:99,,,326.0,30.660645935736845,0.0,High,Damaged,2735.0
1274.0,TBD,,Islington,4545.0,119.47677137655603,5.0,,Snowy,1573.0
1275.0,2024-02-23T02:00Z,,,2013.0,113.14105237647223,5.0,,Wet,4707.0
1276.0,2024-02-23 03:00,London,,1421.0,45.47766586909815,50.0,High,Damaged,1641.0
1277.0,TBD,,Camden,4123.0,94.50948444129966,9.0,High,Snowy,3113.0
1278.0,2099-00-00 99:99,,Islington,626.0,19.060449491116128,23.0,High,,5743.0
1279.0,TBD,,Southwark,28030.0,30.755951855955427,1.0,,Wet,43682.0
1280.0,2024-02-23T07:00Z,London,Chelsea,1353.0,-4.423110467510259,7.0,Low,Snowy,3986.0
1281.0,23/02/2024 08AM,London,Chelsea,3603.0,4.447058489247576,5.0,,Wet,2396.0
1282.0,2024-02-23T09:00Z,,,21974.0,51.93944162339805,6.0,Low,Snowy,29563.0
1283.0,23/02/2024 10AM,London,Islington,10878.0,-2.700366728667305,6.0,,Snowy,6138.0
1284.0,2099-00-00 99:99,,Kensington,4201.0,69.54554235299658,2.0,High,Snowy,2878.0
1285.0,23/02/2024 12PM,London,Camden,25283.0,80.50269722319011,7.0,Low,,7163.0
1286.0,,,Islington,13160.0,108.38914382260046,6.0,,Wet,6173.0
1287.0,2024-02-23T14:00Z,,Camden,4691.0,73.29442510129898,4.0,Medium,Dry,1776.0
1288.0,2099-00-00 99:99,,Kensington,18727.0,7.78089122744962,2.0,Low,Dry,781.0
1289.0,2099-00-00 99:99,,Kensington,4559.0,32.403341290899405,7.0,High,Wet,2474.0
1290.0,23/02/2024 05PM,,Islington,3271.0,96.11000270914256,4.0,Medium,,6730.0
1291.0,2099-00-00 99:99,,Southwark,1275.0,87.92667673662936,3.0,Medium,,8650.0
1292.0,TBD,,Islington,19925.0,,0.0,,Dry,463.0
1293.0,2099-00-00 99:99,,Islington,3913.0,55.83739497213591,43.0,Medium,Damaged,3244.0
1294.0,2099-00-00 99:99,,Southwark,3827.0,99.48497808462231,9.0,,Wet,2456.0
1295.0,TBD,London,,3868.0,12.351607642585643,7.0,High,,8091.0
1296.0,2024-02-23T23:00Z,London,Kensington,4505.0,115.03834529611703,0.0,Medium,Snowy,1724.0
1297.0,TBD,,Chelsea,4662.0,,8.0,Medium,Dry,1483.0
1298.0,2099-00-00 99:99,London,Kensington,2418.0,64.9644373099963,2.0,,Dry,8023.0
1299.0,24/02/2024 02AM,London,Camden,2317.0,-5.972930924715971,7.0,Medium,Damaged,518.0
1300.0,2024-02-24 03:00,,,2605.0,4.413184486904941,9.0,Low,Damaged,900.0
1301.0,2024-02-24T04:00Z,London,Islington,874.0,118.94999133216498,3.0,Medium,Snowy,4914.0
1302.0,2024-02-24T05:00Z,,Islington,1806.0,-3.087815651950386,3.0,,Dry,2266.0
1303.0,TBD,London,Southwark,4834.0,40.03231909808334,9.0,Low,Damaged,4505.0
1304.0,2024-02-24 07:00,,Islington,17121.0,110.13436097219517,9.0,Medium,Snowy,6596.0
1305.0,2024-02-24 08:00,,,4424.0,111.02061985879986,4.0,Medium,Dry,516.0
1306.0,2024-02-24 09:00,,Southwark,63.0,39.15958635109708,9.0,Medium,Damaged,10684.0
1307.0,24/02/2024 10AM,,,1127.0,95.00141915171265,8.0,Medium,Dry,1206.0
1308.0,TBD,,,3995.0,110.5120737108737,2.0,Medium,Wet,2062.0
1309.0,2099-00-00 99:99,London,Kensington,3820.0,99.08899225113015,2.0,Medium,Wet,2975.0
1310.0,2024-02-24T13:00Z,London,,3055.0,71.8195135505475,5.0,High,,1122.0
1311.0,TBD,London,Southwark,1303.0,90.2629345751811,4.0,Medium,Damaged,4930.0
